#proteinId	gotermId	goName	gotermType	goAcc
626078	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
626078	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
626078	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
626078	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
626078	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
626078	20962	glucosyltransferase activity	molecular_function	GO:0046527
626078	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
626078	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
626097	2196	transcription factor activity	molecular_function	GO:0003700
626097	3838	nucleus	cellular_component	GO:0005634
626097	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
626097	5939	zinc ion binding	molecular_function	GO:0008270
626123	16571	L-methionine-(R)-S-oxide reductase activity	molecular_function	GO:0033745
626131	2175	nucleic acid binding	molecular_function	GO:0003676
626131	5939	zinc ion binding	molecular_function	GO:0008270
626134	2176	DNA binding	molecular_function	GO:0003677
626134	2207	transcription coactivator activity	molecular_function	GO:0003713
626134	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
626134	3708	binding	molecular_function	GO:0005488
626143	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
626143	4639	proteolysis	biological_process	GO:0006508
626143	2625	carboxypeptidase D activity	molecular_function	GO:0004187
626175	3966	peroxisome	cellular_component	GO:0005777
626187	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
626187	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
626187	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
626187	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
626187	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
626202	5830	metabolic process	biological_process	GO:0008152
626202	9710	oxidoreductase activity	molecular_function	GO:0016491
626202	2474	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	GO:0004030
626207	3043	protein kinase activity	molecular_function	GO:0004672
626207	3736	ATP binding	molecular_function	GO:0005524
626207	4602	protein amino acid phosphorylation	biological_process	GO:0006468
626207	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
626207	3052	protein kinase CK2 activity	molecular_function	GO:0004682
626221	2176	DNA binding	molecular_function	GO:0003677
626221	3838	nucleus	cellular_component	GO:0005634
626221	4499	transcription	biological_process	GO:0006350
626221	5939	zinc ion binding	molecular_function	GO:0008270
626239	4639	proteolysis	biological_process	GO:0006508
626239	5909	metallopeptidase activity	molecular_function	GO:0008237
626239	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
626243	9321	integral to membrane	cellular_component	GO:0016021
626243	18269	GPI-anchor transamidase complex	cellular_component	GO:0042765
626259	9320	membrane	cellular_component	GO:0016020
626322	2834	phosphoinositide 5-phosphatase activity	molecular_function	GO:0004439
626328	2175	nucleic acid binding	molecular_function	GO:0003676
626328	3827	intracellular	cellular_component	GO:0005622
626328	5939	zinc ion binding	molecular_function	GO:0008270
626373	21330	intracellular transport	biological_process	GO:0046907
626403	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
626403	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
626403	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
626412	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
626428	222	microtubule cytoskeleton organization and biogenesis	biological_process	GO:0000226
626428	663	spindle pole	cellular_component	GO:0000922
626428	4002	microtubule organizing center	cellular_component	GO:0005815
626456	9985	hydrolase activity	molecular_function	GO:0016787
626504	5746	ARF GTPase activator activity	molecular_function	GO:0008060
626504	5939	zinc ion binding	molecular_function	GO:0008270
626504	15147	regulation of ARF GTPase activity	biological_process	GO:0032312
626506	2290	catalytic activity	molecular_function	GO:0003824
626506	20858	methylisocitrate lyase activity	molecular_function	GO:0046421
626517	11807	propionate catabolic process	biological_process	GO:0019543
626517	21958	2-methylcitrate dehydratase activity	molecular_function	GO:0047547
626517	22023	aconitate decarboxylase activity	molecular_function	GO:0047613
626552	9320	membrane	cellular_component	GO:0016020
626552	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
626552	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
626552	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
626552	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
626552	16888	RNA polymerase activity	molecular_function	GO:0034062
626560	3113	ribokinase activity	molecular_function	GO:0004747
626560	4182	D-ribose metabolic process	biological_process	GO:0006014
626588	5323	intracellular signaling cascade	biological_process	GO:0007242
626603	2175	nucleic acid binding	molecular_function	GO:0003676
626603	5846	methyltransferase activity	molecular_function	GO:0008168
626603	15094	methylation	biological_process	GO:0032259
626603	3838	nucleus	cellular_component	GO:0005634
626603	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
626603	9651	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	molecular_function	GO:0016422
626627	2290	catalytic activity	molecular_function	GO:0003824
626627	110	histidine biosynthetic process	biological_process	GO:0000105
626627	2801	histidinol-phosphatase activity	molecular_function	GO:0004401
626700	2990	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	GO:0004616
626700	4263	pentose-phosphate shunt	biological_process	GO:0006098
626700	6101	3-hydroxyisobutyrate dehydrogenase activity	molecular_function	GO:0008442
626726	2536	catalase activity	molecular_function	GO:0004096
626726	2976	peroxidase activity	molecular_function	GO:0004601
626726	4283	electron transport	biological_process	GO:0006118
626726	5077	response to oxidative stress	biological_process	GO:0006979
626726	12251	heme binding	molecular_function	GO:0020037
626742	4650	amino acid metabolic process	biological_process	GO:0006520
626742	6140	transaminase activity	molecular_function	GO:0008483
626742	2290	catalytic activity	molecular_function	GO:0003824
626742	6667	biosynthetic process	biological_process	GO:0009058
626742	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
626742	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
626742	2511	aspartate transaminase activity	molecular_function	GO:0004069
626747	22175	carboxy-cis,cis-muconate cyclase activity	molecular_function	GO:0047768
626755	3736	ATP binding	molecular_function	GO:0005524
626755	4927	transport	biological_process	GO:0006810
626755	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
626755	9320	membrane	cellular_component	GO:0016020
626755	4929	cation transport	biological_process	GO:0006812
626755	9321	integral to membrane	cellular_component	GO:0016021
626755	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
626755	6205	sodium-exporting ATPase activity, phosphorylative mechanism	molecular_function	GO:0008554
626767	2614	ATP-dependent peptidase activity	molecular_function	GO:0004176
626767	4641	ATP-dependent proteolysis	biological_process	GO:0006510
626767	162	nucleotide binding	molecular_function	GO:0000166
626767	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
626767	3736	ATP binding	molecular_function	GO:0005524
626767	2682	serine-type endopeptidase activity	molecular_function	GO:0004252
626767	4639	proteolysis	biological_process	GO:0006508
626767	6464	endopeptidase La activity	molecular_function	GO:0008846
626771	4968	multidrug transport	biological_process	GO:0006855
626771	8595	drug transporter activity	molecular_function	GO:0015238
626771	8647	antiporter activity	molecular_function	GO:0015297
626771	9320	membrane	cellular_component	GO:0016020
626775	3721	iron ion binding	molecular_function	GO:0005506
626775	4283	electron transport	biological_process	GO:0006118
626775	6664	electron carrier activity	molecular_function	GO:0009055
626775	7744	FMN binding	molecular_function	GO:0010181
626775	9710	oxidoreductase activity	molecular_function	GO:0016491
626775	2411	NADPH-hemoprotein reductase activity	molecular_function	GO:0003958
626804	4925	regulation of nitrogen utilization	biological_process	GO:0006808
626804	9773	transcription repressor activity	molecular_function	GO:0016564
626818	281	magnesium ion binding	molecular_function	GO:0000287
626818	3115	ribose phosphate diphosphokinase activity	molecular_function	GO:0004749
626818	6762	ribonucleoside monophosphate biosynthetic process	biological_process	GO:0009156
626818	19387	cellular biosynthetic process	biological_process	GO:0044249
626818	6770	nucleotide biosynthetic process	biological_process	GO:0009165
626838	3727	protein binding	molecular_function	GO:0005515
626838	5939	zinc ion binding	molecular_function	GO:0008270
626858	2290	catalytic activity	molecular_function	GO:0003824
626868	2176	DNA binding	molecular_function	GO:0003677
626868	3838	nucleus	cellular_component	GO:0005634
626906	3838	nucleus	cellular_component	GO:0005634
626906	2175	nucleic acid binding	molecular_function	GO:0003676
626910	17779	mature ribosome assembly	biological_process	GO:0042256
626910	18520	ribosome binding	molecular_function	GO:0043022
626960	3052	protein kinase CK2 activity	molecular_function	GO:0004682
627001	10008	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	GO:0016813
627001	21295	metal ion binding	molecular_function	GO:0046872
627001	6403	agmatinase activity	molecular_function	GO:0008783
627018	162	nucleotide binding	molecular_function	GO:0000166
627018	3186	phenylalanine-tRNA ligase activity	molecular_function	GO:0004826
627018	3736	ATP binding	molecular_function	GO:0005524
627018	3930	cytoplasm	cellular_component	GO:0005737
627018	4556	translation	biological_process	GO:0006412
627018	4575	phenylalanyl-tRNA aminoacylation	biological_process	GO:0006432
627018	2216	RNA binding	molecular_function	GO:0003723
627018	6925	phenylalanine-tRNA ligase complex	cellular_component	GO:0009328
627128	5721	tRNA processing	biological_process	GO:0008033
627128	10306	tRNA dihydrouridine synthase activity	molecular_function	GO:0017150
627128	23919	FAD binding	molecular_function	GO:0050660
627169	4929	cation transport	biological_process	GO:0006812
627169	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
627169	4930	potassium ion transport	biological_process	GO:0006813
627169	8446	potassium ion transmembrane transporter activity	molecular_function	GO:0015079
627169	9321	integral to membrane	cellular_component	GO:0016021
627174	2246	actin binding	molecular_function	GO:0003779
627174	3724	calcium ion binding	molecular_function	GO:0005509
627270	4283	electron transport	biological_process	GO:0006118
627270	9710	oxidoreductase activity	molecular_function	GO:0016491
627280	4977	amino acid transport	biological_process	GO:0006865
627280	9321	integral to membrane	cellular_component	GO:0016021
627280	4927	transport	biological_process	GO:0006810
627280	9320	membrane	cellular_component	GO:0016020
627304	2888	monooxygenase activity	molecular_function	GO:0004497
627304	3721	iron ion binding	molecular_function	GO:0005506
627304	4283	electron transport	biological_process	GO:0006118
627304	12251	heme binding	molecular_function	GO:0020037
627304	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
627306	2196	transcription factor activity	molecular_function	GO:0003700
627306	3838	nucleus	cellular_component	GO:0005634
627306	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
627306	5939	zinc ion binding	molecular_function	GO:0008270
627306	2176	DNA binding	molecular_function	GO:0003677
627306	4499	transcription	biological_process	GO:0006350
627328	2290	catalytic activity	molecular_function	GO:0003824
627328	5830	metabolic process	biological_process	GO:0008152
627328	22031	acylpyruvate hydrolase activity	molecular_function	GO:0047621
627366	5721	tRNA processing	biological_process	GO:0008033
